index, result, benchmark, correct
20892, 6, 6, correct
20893, 8, 8, correct
20894, 3, 3, correct
20895, 9, 9, correct
20896, 1, 1, correct
20897, 9, 9, correct
20898, 1, 1, correct
20899, 0, 8, miss
20900, 3, 3, correct
20901, 2, 2, correct
20902, 9, 9, correct
20903, 7, 7, correct
20904, 4, 4, correct
20905, 4, 4, correct
20906, 2, 2, correct
20907, 2, 2, correct
20908, 6, 6, correct
20909, 1, 1, correct
20910, 1, 1, correct
20911, 9, 9, correct
20912, 1, 1, correct
20913, 5, 5, correct
20914, 2, 2, correct
20915, 3, 8, miss
20916, 3, 3, correct
20917, 0, 0, correct
20918, 5, 5, correct
20919, 6, 6, correct
20920, 8, 8, correct
20921, 3, 3, correct
20922, 6, 6, correct
20923, 2, 2, correct
20924, 7, 7, correct
20925, 9, 9, correct
20926, 0, 0, correct
20927, 8, 8, correct
20928, 1, 1, correct
20929, 7, 7, correct
20930, 4, 4, correct
20931, 6, 6, correct
20932, 9, 9, correct
20933, 8, 8, correct
20934, 3, 3, correct
20935, 7, 7, correct
20936, 5, 5, correct
20937, 2, 2, correct
20938, 7, 7, correct
20939, 6, 6, correct
20940, 6, 6, correct
20941, 7, 7, correct
20942, 7, 7, correct
20943, 8, 9, miss
20944, 6, 6, correct
20945, 2, 2, correct
20946, 0, 0, correct
20947, 8, 8, correct
20948, 9, 9, correct
20949, 8, 6, miss
20950, 4, 6, miss
20951, 7, 7, correct
20952, 3, 3, correct
20953, 5, 5, correct
20954, 2, 2, correct
20955, 8, 8, correct
20956, 8, 8, correct
20957, 8, 8, correct
20958, 0, 0, correct
20959, 6, 6, correct
20960, 6, 6, correct
20961, 0, 0, correct
20962, 0, 0, correct
20963, 0, 0, correct
20964, 1, 1, correct
20965, 0, 0, correct
20966, 6, 6, correct
20967, 3, 3, correct
20968, 4, 4, correct
20969, 2, 2, correct
20970, 0, 0, correct
20971, 6, 6, correct
20972, 2, 2, correct
20973, 0, 0, correct
20974, 9, 9, correct
20975, 8, 8, correct
20976, 1, 1, correct
20977, 6, 6, correct
20978, 7, 2, miss
20979, 5, 5, correct
20980, 1, 1, correct
20981, 9, 9, correct
20982, 1, 1, correct
20983, 8, 8, correct
20984, 9, 9, correct
20985, 0, 0, correct
20986, 8, 8, correct
20987, 1, 1, correct
20988, 2, 6, miss
20989, 4, 4, correct
20990, 8, 8, correct
20991, 5, 5, correct
20992, 1, 1, correct
20993, 5, 5, correct
20994, 3, 3, correct
20995, 6, 6, correct
20996, 1, 1, correct
20997, 4, 9, miss
20998, 2, 2, correct
20999, 6, 6, correct
21000, 7, 7, correct
21001, 5, 5, correct
21002, 5, 5, correct
21003, 4, 4, correct
21004, 2, 2, correct
21005, 7, 7, correct
21006, 5, 5, correct
21007, 5, 5, correct
21008, 2, 2, correct
21009, 9, 9, correct
21010, 3, 3, correct
21011, 1, 1, correct
21012, 9, 9, correct
21013, 3, 3, correct
21014, 6, 6, correct
21015, 1, 1, correct
21016, 7, 7, correct
21017, 1, 1, correct
21018, 3, 3, correct
21019, 4, 4, correct
21020, 6, 6, correct
21021, 7, 7, correct
21022, 9, 9, correct
21023, 7, 7, correct
21024, 1, 1, correct
21025, 3, 3, correct
21026, 0, 0, correct
21027, 1, 1, correct
21028, 8, 8, correct
21029, 5, 5, correct
21030, 2, 2, correct
21031, 1, 1, correct
21032, 1, 1, correct
21033, 9, 9, correct
21034, 4, 4, correct
21035, 9, 9, correct
21036, 7, 7, correct
21037, 4, 4, correct
21038, 1, 1, correct
21039, 5, 5, correct
21040, 3, 3, correct
21041, 0, 0, correct
21042, 1, 1, correct
21043, 0, 0, correct
21044, 6, 6, correct
21045, 7, 7, correct
21046, 5, 3, miss
21047, 7, 7, correct
21048, 5, 5, correct
21049, 6, 0, miss
21050, 7, 7, correct
21051, 7, 7, correct
21052, 7, 7, correct
21053, 7, 7, correct
21054, 1, 1, correct
21055, 4, 4, correct
21056, 9, 4, miss
21057, 6, 6, correct
21058, 9, 9, correct
21059, 9, 9, correct
21060, 5, 5, correct
21061, 7, 7, correct
21062, 1, 1, correct
21063, 8, 8, correct
21064, 8, 8, correct
21065, 9, 9, correct
21066, 4, 4, correct
21067, 1, 1, correct
21068, 6, 6, correct
21069, 7, 7, correct
21070, 3, 3, correct
21071, 4, 4, correct
21072, 4, 4, correct
21073, 8, 8, correct
21074, 3, 3, correct
21075, 2, 2, correct
21076, 7, 7, correct
21077, 4, 4, correct
21078, 9, 9, correct
21079, 1, 1, correct
21080, 9, 9, correct
21081, 0, 0, correct
21082, 4, 4, correct
21083, 8, 8, correct
21084, 6, 4, miss
21085, 3, 3, correct
21086, 5, 5, correct
21087, 3, 3, correct
21088, 7, 7, correct
21089, 1, 1, correct
21090, 5, 5, correct
21091, 7, 7, correct
21092, 9, 9, correct
21093, 7, 7, correct
21094, 0, 0, correct
21095, 3, 3, correct
21096, 1, 1, correct
21097, 7, 7, correct
21098, 2, 2, correct
21099, 7, 7, correct
21100, 0, 0, correct
21101, 1, 1, correct
21102, 5, 5, correct
21103, 2, 2, correct
21104, 6, 6, correct
21105, 7, 7, correct
21106, 5, 5, correct
21107, 7, 7, correct
21108, 9, 9, correct
21109, 6, 6, correct
21110, 7, 7, correct
21111, 2, 2, correct
21112, 8, 8, correct
21113, 2, 2, correct
21114, 3, 5, miss
21115, 6, 6, correct
21116, 6, 6, correct
21117, 7, 9, miss
21118, 9, 9, correct
21119, 7, 7, correct
21120, 8, 8, correct
21121, 2, 2, correct
21122, 4, 4, correct
21123, 9, 9, correct
21124, 5, 4, miss
21125, 4, 4, correct
21126, 4, 4, correct
21127, 9, 9, correct
21128, 6, 6, correct
21129, 7, 7, correct
21130, 1, 1, correct
21131, 8, 8, correct
21132, 6, 6, correct
21133, 0, 0, correct
21134, 3, 3, correct
21135, 2, 2, correct
21136, 7, 7, correct
21137, 5, 5, correct
21138, 9, 9, correct
21139, 5, 5, correct
21140, 2, 2, correct
21141, 3, 3, correct
21142, 5, 5, correct
21143, 5, 5, correct
21144, 7, 7, correct
21145, 9, 9, correct
21146, 7, 7, correct
21147, 9, 9, correct
21148, 2, 2, correct
21149, 7, 2, miss
21150, 8, 8, correct
21151, 5, 5, correct
21152, 2, 2, correct
21153, 7, 7, correct
21154, 5, 5, correct
21155, 0, 0, correct
21156, 1, 1, correct
21157, 1, 1, correct
21158, 8, 8, correct
21159, 0, 0, correct
21160, 8, 8, correct
21161, 5, 5, correct
21162, 6, 6, correct
21163, 3, 3, correct
21164, 0, 0, correct
21165, 8, 8, correct
21166, 4, 4, correct
21167, 9, 9, correct
21168, 6, 6, correct
21169, 4, 4, correct
21170, 1, 1, correct
21171, 0, 0, correct
21172, 9, 9, correct
21173, 3, 2, miss
21174, 8, 8, correct
21175, 4, 4, correct
21176, 2, 2, correct
21177, 8, 8, correct
21178, 1, 1, correct
21179, 1, 1, correct
21180, 6, 6, correct
21181, 3, 5, miss
21182, 1, 1, correct
21183, 2, 2, correct
21184, 7, 7, correct
21185, 8, 8, correct
21186, 6, 6, correct
21187, 2, 2, correct
21188, 8, 8, correct
21189, 7, 7, correct
21190, 8, 8, correct
21191, 9, 9, correct
21192, 7, 2, miss
21193, 7, 7, correct
21194, 0, 0, correct
21195, 2, 2, correct
21196, 3, 3, correct
21197, 0, 0, correct
21198, 8, 8, correct
21199, 9, 9, correct
21200, 8, 8, correct
21201, 4, 4, correct
21202, 9, 4, miss
21203, 8, 8, correct
21204, 9, 9, correct
21205, 7, 7, correct
21206, 7, 7, correct
21207, 9, 9, correct
21208, 1, 3, miss
21209, 3, 3, correct
21210, 3, 3, correct
21211, 3, 3, correct
21212, 8, 8, correct
21213, 0, 0, correct
21214, 6, 6, correct
21215, 2, 2, correct
21216, 7, 7, correct
21217, 7, 7, correct
21218, 2, 2, correct
21219, 5, 5, correct
21220, 2, 2, correct
21221, 9, 9, correct
21222, 8, 8, correct
21223, 0, 0, correct
21224, 5, 3, miss
21225, 3, 3, correct
21226, 4, 4, correct
21227, 4, 4, correct
21228, 3, 3, correct
21229, 2, 2, correct
21230, 5, 5, correct
21231, 2, 2, correct
21232, 0, 6, miss
21233, 9, 9, correct
21234, 7, 7, correct
21235, 2, 2, correct
21236, 6, 6, correct
21237, 1, 1, correct
21238, 0, 0, correct
21239, 4, 4, correct
21240, 5, 5, correct
21241, 3, 5, miss
21242, 2, 2, correct
21243, 7, 7, correct
21244, 4, 4, correct
21245, 4, 4, correct
21246, 4, 4, correct
21247, 6, 6, correct
21248, 4, 4, correct
21249, 7, 7, correct
21250, 9, 9, correct
21251, 2, 2, correct
21252, 1, 1, correct
21253, 8, 8, correct
21254, 8, 8, correct
21255, 3, 3, correct
21256, 5, 5, correct
21257, 2, 2, correct
21258, 9, 9, correct
21259, 1, 1, correct
21260, 2, 2, correct
21261, 7, 7, correct
21262, 1, 1, correct
21263, 4, 4, correct
21264, 4, 4, correct
21265, 6, 6, correct
21266, 5, 5, correct
21267, 7, 7, correct
21268, 2, 2, correct
21269, 6, 6, correct
21270, 4, 4, correct
21271, 3, 3, correct
21272, 1, 1, correct
21273, 6, 6, correct
21274, 9, 9, correct
21275, 0, 0, correct
21276, 9, 9, correct
21277, 9, 5, miss
21278, 1, 1, correct
21279, 1, 1, correct
21280, 0, 0, correct
21281, 0, 0, correct
21282, 9, 9, correct
21283, 6, 6, correct
21284, 1, 1, correct
21285, 1, 1, correct
21286, 4, 4, correct
21287, 0, 0, correct
21288, 7, 7, correct
21289, 3, 9, miss
21290, 2, 2, correct
21291, 1, 1, correct
21292, 0, 0, correct
21293, 3, 3, correct
21294, 2, 2, correct
21295, 3, 3, correct
21296, 9, 9, correct
21297, 7, 7, correct
21298, 4, 4, correct
21299, 0, 0, correct
21300, 7, 7, correct
21301, 5, 5, correct
21302, 5, 5, correct
21303, 4, 4, correct
21304, 1, 1, correct
21305, 4, 4, correct
21306, 8, 8, correct
21307, 7, 7, correct
21308, 0, 0, correct
21309, 0, 0, correct
21310, 3, 3, correct
21311, 1, 1, correct
21312, 6, 0, miss
21313, 6, 6, correct
21314, 1, 1, correct
21315, 1, 1, correct
21316, 7, 7, correct
21317, 7, 7, correct
21318, 6, 6, correct
21319, 8, 8, correct
21320, 0, 0, correct
21321, 5, 5, correct
21322, 5, 5, correct
21323, 9, 9, correct
21324, 2, 2, correct
21325, 2, 2, correct
21326, 5, 5, correct
21327, 9, 9, correct
21328, 8, 8, correct
21329, 5, 5, correct
21330, 2, 2, correct
21331, 9, 9, correct
21332, 8, 8, correct
21333, 6, 6, correct
21334, 7, 7, correct
21335, 1, 1, correct
21336, 0, 0, correct
21337, 9, 9, correct
21338, 8, 8, correct
21339, 5, 5, correct
21340, 1, 1, correct
21341, 9, 9, correct
21342, 1, 1, correct
21343, 3, 3, correct
21344, 1, 1, correct
21345, 3, 8, miss
21346, 2, 2, correct
21347, 5, 5, correct
21348, 3, 3, correct
21349, 4, 4, correct
21350, 7, 7, correct
21351, 3, 3, correct
21352, 4, 4, correct
21353, 2, 6, miss
21354, 7, 7, correct
21355, 0, 0, correct
21356, 5, 5, correct
21357, 6, 6, correct
21358, 8, 8, correct
21359, 3, 3, correct
21360, 3, 3, correct
21361, 4, 4, correct
21362, 0, 0, correct
21363, 3, 3, correct
21364, 1, 1, correct
21365, 3, 3, correct
21366, 7, 7, correct
21367, 1, 1, correct
21368, 7, 7, correct
21369, 1, 1, correct
21370, 1, 1, correct
21371, 9, 9, correct
21372, 4, 4, correct
21373, 1, 1, correct
21374, 3, 3, correct
21375, 6, 6, correct
21376, 1, 1, correct
21377, 2, 2, correct
21378, 1, 1, correct
21379, 5, 5, correct
21380, 2, 2, correct
21381, 7, 7, correct
21382, 2, 2, correct
21383, 6, 6, correct
21384, 1, 1, correct
21385, 8, 8, correct
21386, 9, 9, correct
21387, 4, 4, correct
21388, 7, 3, miss
21389, 1, 1, correct
21390, 6, 6, correct
21391, 6, 6, correct
21392, 7, 7, correct
21393, 4, 4, correct
21394, 0, 0, correct
21395, 2, 2, correct
21396, 3, 3, correct
21397, 3, 3, correct
21398, 1, 1, correct
21399, 7, 7, correct
21400, 6, 6, correct
21401, 0, 0, correct
21402, 7, 7, correct
21403, 8, 8, correct
21404, 7, 7, correct
21405, 1, 1, correct
21406, 2, 2, correct
21407, 3, 3, correct
21408, 1, 2, miss
21409, 6, 6, correct
21410, 7, 7, correct
21411, 2, 2, correct
21412, 9, 9, correct
21413, 8, 8, correct
21414, 7, 7, correct
21415, 6, 6, correct
21416, 1, 1, correct
21417, 6, 6, correct
21418, 0, 0, correct
21419, 3, 3, correct
21420, 6, 6, correct
21421, 4, 4, correct
21422, 4, 4, correct
21423, 9, 9, correct
21424, 4, 9, miss
21425, 7, 7, correct
21426, 1, 1, correct
21427, 5, 5, correct
21428, 9, 4, miss
21429, 9, 4, miss
21430, 2, 2, correct
21431, 6, 6, correct
21432, 9, 9, correct
21433, 1, 1, correct
21434, 1, 1, correct
21435, 9, 9, correct
21436, 9, 9, correct
21437, 6, 4, miss
21438, 1, 2, miss
21439, 4, 9, miss
21440, 9, 9, correct
21441, 2, 2, correct
21442, 7, 7, correct
21443, 2, 2, correct
21444, 7, 7, correct
21445, 8, 8, correct
21446, 8, 8, correct
21447, 6, 6, correct
21448, 3, 3, correct
21449, 6, 6, correct
21450, 7, 7, correct
21451, 6, 6, correct
21452, 2, 0, miss
21453, 1, 1, correct
21454, 9, 9, correct
21455, 8, 8, correct
21456, 1, 9, miss
21457, 2, 2, correct
21458, 0, 0, correct
21459, 8, 2, miss
21460, 5, 5, correct
21461, 9, 9, correct
21462, 5, 5, correct
21463, 9, 9, correct
21464, 5, 5, correct
21465, 1, 1, correct
21466, 5, 5, correct
21467, 1, 1, correct
21468, 7, 7, correct
21469, 3, 3, correct
21470, 8, 8, correct
21471, 4, 4, correct
21472, 8, 8, correct
21473, 5, 5, correct
21474, 1, 2, miss
21475, 9, 9, correct
21476, 7, 7, correct
21477, 7, 7, correct
21478, 3, 3, correct
21479, 1, 1, correct
21480, 1, 1, correct
21481, 8, 8, correct
21482, 9, 9, correct
21483, 1, 1, correct
21484, 0, 8, miss
21485, 3, 3, correct
21486, 8, 8, correct
21487, 4, 4, correct
21488, 0, 0, correct
21489, 0, 0, correct
21490, 7, 7, correct
21491, 4, 4, correct
21492, 5, 5, correct
21493, 3, 3, correct
21494, 7, 7, correct
21495, 9, 4, miss
21496, 2, 2, correct
21497, 1, 1, correct
21498, 2, 2, correct
21499, 2, 9, miss
21500, 3, 3, correct
21501, 4, 4, correct
21502, 4, 4, correct
21503, 7, 7, correct
21504, 1, 1, correct
21505, 7, 7, correct
21506, 3, 3, correct
21507, 3, 3, correct
21508, 7, 7, correct
21509, 7, 7, correct
21510, 2, 2, correct
21511, 9, 9, correct
21512, 2, 2, correct
21513, 4, 4, correct
21514, 2, 2, correct
21515, 0, 0, correct
21516, 9, 9, correct
21517, 5, 6, miss
21518, 8, 8, correct
21519, 2, 2, correct
21520, 1, 1, correct
21521, 3, 3, correct
21522, 9, 9, correct
21523, 5, 5, correct
21524, 2, 2, correct
21525, 0, 0, correct
21526, 2, 2, correct
21527, 4, 4, correct
21528, 0, 0, correct
21529, 9, 7, miss
21530, 6, 6, correct
21531, 5, 5, correct
21532, 9, 9, correct
21533, 1, 1, correct
21534, 1, 1, correct
21535, 9, 9, correct
21536, 5, 5, correct
21537, 0, 0, correct
21538, 4, 4, correct
21539, 5, 8, miss
21540, 9, 9, correct
21541, 6, 5, miss
21542, 2, 2, correct
21543, 0, 0, correct
21544, 8, 9, miss
21545, 6, 6, correct
21546, 1, 1, correct
21547, 9, 9, correct
21548, 8, 8, correct
21549, 2, 2, correct
21550, 9, 9, correct
21551, 5, 5, correct
21552, 8, 8, correct
21553, 0, 0, correct
21554, 6, 6, correct
21555, 0, 0, correct
21556, 9, 9, correct
21557, 9, 9, correct
21558, 9, 9, correct
21559, 7, 7, correct
21560, 3, 3, correct
21561, 4, 4, correct
21562, 7, 7, correct
21563, 8, 8, correct
21564, 1, 1, correct
21565, 4, 4, correct
21566, 6, 6, correct
21567, 7, 7, correct
21568, 1, 1, correct
21569, 0, 0, correct
21570, 3, 3, correct
21571, 1, 1, correct
21572, 8, 8, correct
21573, 4, 4, correct
21574, 3, 3, correct
21575, 4, 2, miss
21576, 9, 9, correct
21577, 6, 6, correct
21578, 1, 1, correct
21579, 7, 7, correct
21580, 6, 6, correct
21581, 4, 4, correct
21582, 9, 9, correct
21583, 4, 4, correct
21584, 9, 9, correct
21585, 8, 8, correct
21586, 1, 1, correct
21587, 3, 3, correct
21588, 7, 7, correct
21589, 7, 7, correct
21590, 1, 1, correct
21591, 8, 8, correct
21592, 6, 6, correct
21593, 9, 9, correct
21594, 0, 0, correct
21595, 7, 7, correct
21596, 0, 0, correct
21597, 3, 3, correct
21598, 4, 4, correct
21599, 0, 0, correct
21600, 2, 2, correct
21601, 0, 0, correct
21602, 2, 2, correct
21603, 7, 7, correct
21604, 2, 2, correct
21605, 8, 8, correct
21606, 0, 0, correct
21607, 9, 9, correct
21608, 1, 1, correct
21609, 4, 4, correct
21610, 2, 2, correct
21611, 0, 0, correct
21612, 5, 5, correct
21613, 1, 1, correct
21614, 0, 0, correct
21615, 6, 6, correct
21616, 3, 3, correct
21617, 5, 5, correct
21618, 7, 7, correct
21619, 3, 3, correct
21620, 6, 6, correct
21621, 6, 6, correct
21622, 9, 9, correct
21623, 1, 1, correct
21624, 0, 0, correct
21625, 3, 3, correct
21626, 6, 6, correct
21627, 4, 4, correct
21628, 4, 4, correct
21629, 4, 4, correct
21630, 7, 7, correct
21631, 9, 9, correct
21632, 5, 5, correct
21633, 3, 3, correct
21634, 7, 7, correct
21635, 1, 7, miss
21636, 8, 1, miss
21637, 4, 4, correct
21638, 0, 0, correct
21639, 4, 4, correct
21640, 9, 9, correct
21641, 6, 6, correct
21642, 3, 3, correct
21643, 9, 9, correct
21644, 6, 6, correct
21645, 6, 6, correct
21646, 0, 0, correct
21647, 9, 9, correct
21648, 9, 9, correct
21649, 4, 4, correct
21650, 1, 1, correct
21651, 9, 9, correct
21652, 2, 2, correct
21653, 8, 8, correct
21654, 4, 4, correct
21655, 5, 5, correct
21656, 1, 1, correct
21657, 3, 3, correct
21658, 8, 8, correct
21659, 1, 1, correct
21660, 5, 5, correct
21661, 6, 6, correct
21662, 2, 7, miss
21663, 2, 2, correct
21664, 3, 3, correct
21665, 6, 6, correct
21666, 9, 9, correct
21667, 4, 4, correct
21668, 1, 1, correct
21669, 2, 2, correct
21670, 1, 1, correct
21671, 6, 6, correct
21672, 6, 6, correct
21673, 5, 5, correct
21674, 3, 3, correct
21675, 0, 0, correct
21676, 1, 1, correct
21677, 7, 7, correct
21678, 1, 1, correct
21679, 4, 4, correct
21680, 1, 1, correct
21681, 9, 9, correct
21682, 0, 0, correct
21683, 7, 7, correct
21684, 7, 9, miss
21685, 8, 8, correct
21686, 1, 1, correct
21687, 4, 4, correct
21688, 7, 7, correct
21689, 7, 7, correct
21690, 7, 7, correct
21691, 3, 3, correct
21692, 2, 2, correct
21693, 6, 6, correct
21694, 7, 7, correct
21695, 6, 6, correct
21696, 0, 0, correct
21697, 3, 3, correct
21698, 4, 4, correct
21699, 7, 7, correct
21700, 7, 7, correct
21701, 9, 9, correct
21702, 4, 4, correct
21703, 2, 2, correct
21704, 5, 5, correct
21705, 6, 6, correct
21706, 6, 6, correct
21707, 7, 7, correct
21708, 6, 6, correct
21709, 0, 0, correct
21710, 7, 7, correct
21711, 4, 4, correct
21712, 9, 9, correct
21713, 0, 0, correct
21714, 2, 2, correct
21715, 9, 9, correct
21716, 3, 3, correct
21717, 2, 2, correct
21718, 9, 4, miss
21719, 8, 8, correct
21720, 2, 2, correct
21721, 1, 1, correct
21722, 0, 0, correct
21723, 7, 7, correct
21724, 3, 3, correct
21725, 3, 3, correct
21726, 2, 2, correct
21727, 1, 1, correct
21728, 4, 4, correct
21729, 0, 0, correct
21730, 2, 2, correct
21731, 9, 9, correct
21732, 8, 8, correct
21733, 6, 6, correct
21734, 1, 8, miss
21735, 1, 1, correct
21736, 3, 3, correct
21737, 1, 1, correct
21738, 9, 9, correct
21739, 1, 1, correct
21740, 3, 3, correct
21741, 9, 9, correct
21742, 2, 2, correct
21743, 6, 6, correct
21744, 1, 2, miss
21745, 1, 2, miss
21746, 1, 1, correct
21747, 7, 7, correct
21748, 9, 9, correct
21749, 6, 6, correct
21750, 4, 4, correct
21751, 6, 6, correct
21752, 4, 4, correct
21753, 0, 0, correct
21754, 4, 4, correct
21755, 6, 6, correct
21756, 0, 0, correct
21757, 5, 5, correct
21758, 2, 2, correct
21759, 7, 7, correct
21760, 1, 1, correct
21761, 3, 3, correct
21762, 7, 7, correct
21763, 3, 3, correct
21764, 2, 2, correct
21765, 1, 4, miss
21766, 2, 2, correct
21767, 6, 6, correct
21768, 8, 8, correct
21769, 8, 8, correct
21770, 3, 3, correct
21771, 4, 4, correct
21772, 3, 3, correct
21773, 3, 2, miss
21774, 1, 1, correct
21775, 6, 6, correct
21776, 4, 4, correct
21777, 5, 5, correct
21778, 0, 0, correct
21779, 6, 6, correct
21780, 5, 5, correct
21781, 1, 1, correct
21782, 7, 7, correct
21783, 8, 8, correct
21784, 5, 5, correct
21785, 1, 1, correct
21786, 1, 1, correct
21787, 8, 8, correct
21788, 4, 4, correct
21789, 8, 8, correct
21790, 1, 1, correct
21791, 9, 9, correct
21792, 6, 6, correct
21793, 9, 9, correct
21794, 1, 1, correct
21795, 9, 5, miss
21796, 2, 2, correct
21797, 4, 4, correct
21798, 3, 3, correct
21799, 8, 8, correct
21800, 0, 0, correct
21801, 8, 3, miss
21802, 1, 1, correct
21803, 9, 9, correct
21804, 6, 6, correct
21805, 9, 9, correct
21806, 7, 7, correct
21807, 9, 9, correct
21808, 0, 8, miss
21809, 2, 2, correct
21810, 3, 3, correct
21811, 2, 2, correct
21812, 5, 5, correct
21813, 5, 5, correct
21814, 9, 9, correct
21815, 1, 1, correct
21816, 4, 4, correct
21817, 8, 8, correct
21818, 9, 9, correct
21819, 4, 4, correct
21820, 7, 7, correct
21821, 9, 9, correct
21822, 6, 6, correct
21823, 3, 3, correct
21824, 9, 9, correct
21825, 7, 7, correct
21826, 8, 8, correct
21827, 2, 2, correct
21828, 8, 8, correct
21829, 1, 1, correct
21830, 7, 7, correct
21831, 1, 1, correct
21832, 0, 0, correct
21833, 4, 4, correct
21834, 8, 8, correct
21835, 8, 8, correct
21836, 1, 1, correct
21837, 4, 4, correct
21838, 7, 7, correct
21839, 0, 0, correct
21840, 8, 8, correct
21841, 4, 4, correct
21842, 0, 0, correct
21843, 5, 5, correct
21844, 8, 8, correct
21845, 6, 6, correct
21846, 0, 0, correct
21847, 7, 7, correct
21848, 7, 7, correct
21849, 5, 5, correct
21850, 5, 5, correct
21851, 6, 6, correct
21852, 1, 1, correct
21853, 6, 4, miss
21854, 8, 8, correct
21855, 0, 0, correct
21856, 0, 0, correct
21857, 3, 3, correct
21858, 6, 6, correct
21859, 1, 1, correct
21860, 6, 6, correct
21861, 0, 0, correct
21862, 7, 7, correct
21863, 2, 2, correct
21864, 9, 9, correct
21865, 1, 1, correct
21866, 6, 6, correct
21867, 9, 9, correct
21868, 7, 7, correct
21869, 5, 5, correct
21870, 4, 4, correct
21871, 3, 3, correct
21872, 8, 8, correct
21873, 9, 4, miss
21874, 7, 2, miss
21875, 2, 2, correct
21876, 8, 8, correct
21877, 6, 6, correct
21878, 2, 9, miss
21879, 8, 8, correct
21880, 8, 8, correct
21881, 1, 1, correct
21882, 5, 5, correct
21883, 4, 4, correct
21884, 9, 9, correct
21885, 1, 1, correct
21886, 0, 0, correct
21887, 2, 2, correct
21888, 2, 2, correct
21889, 0, 0, correct
21890, 6, 6, correct
21891, 1, 1, correct
21892, 3, 3, correct
21893, 4, 4, correct
21894, 9, 9, correct
21895, 0, 0, correct
21896, 8, 8, correct
21897, 0, 0, correct
21898, 8, 8, correct
21899, 1, 1, correct
21900, 4, 9, miss
21901, 4, 4, correct
21902, 7, 7, correct
21903, 9, 9, correct
21904, 1, 1, correct
21905, 7, 7, correct
21906, 9, 9, correct
21907, 8, 8, correct
21908, 8, 8, correct
21909, 7, 7, correct
21910, 9, 9, correct
21911, 8, 3, miss
21912, 1, 1, correct
21913, 3, 3, correct
21914, 7, 7, correct
21915, 4, 4, correct
21916, 5, 5, correct
21917, 3, 0, miss
21918, 0, 0, correct
21919, 5, 5, correct
21920, 7, 7, correct
21921, 4, 4, correct
21922, 3, 3, correct
21923, 1, 1, correct
21924, 3, 3, correct
21925, 0, 0, correct
21926, 9, 9, correct
21927, 8, 8, correct
21928, 9, 9, correct
21929, 6, 6, correct
21930, 9, 9, correct
21931, 1, 1, correct
21932, 0, 0, correct
21933, 6, 6, correct
21934, 0, 8, miss
21935, 1, 1, correct
21936, 1, 1, correct
21937, 0, 0, correct
21938, 3, 3, correct
21939, 4, 4, correct
21940, 2, 2, correct
21941, 2, 2, correct
21942, 1, 1, correct
21943, 9, 9, correct
21944, 1, 1, correct
21945, 1, 1, correct
21946, 6, 6, correct
21947, 4, 4, correct
21948, 2, 2, correct
21949, 1, 1, correct
21950, 0, 0, correct
21951, 7, 7, correct
21952, 8, 8, correct
21953, 1, 1, correct
21954, 1, 1, correct
21955, 4, 4, correct
21956, 8, 8, correct
21957, 4, 4, correct
21958, 3, 3, correct
21959, 7, 7, correct
21960, 1, 1, correct
21961, 1, 7, miss
21962, 9, 9, correct
21963, 9, 9, correct
21964, 0, 0, correct
21965, 1, 1, correct
21966, 9, 9, correct
21967, 1, 1, correct
21968, 6, 6, correct
21969, 0, 0, correct
21970, 1, 1, correct
21971, 4, 4, correct
21972, 7, 7, correct
21973, 5, 7, miss
21974, 0, 0, correct
21975, 9, 2, miss
21976, 9, 9, correct
21977, 3, 3, correct
21978, 8, 8, correct
21979, 1, 1, correct
21980, 1, 1, correct
21981, 2, 2, correct
21982, 6, 6, correct
21983, 7, 7, correct
21984, 7, 7, correct
21985, 0, 0, correct
21986, 4, 4, correct
21987, 5, 5, correct
21988, 2, 2, correct
21989, 1, 1, correct
21990, 3, 3, correct
21991, 1, 1, correct
21992, 2, 2, correct
21993, 1, 1, correct
21994, 3, 3, correct
21995, 9, 9, correct
21996, 0, 0, correct
21997, 8, 8, correct
21998, 1, 1, correct
21999, 4, 4, correct
22000, 0, 0, correct
22001, 8, 8, correct
22002, 6, 6, correct
22003, 0, 0, correct
22004, 8, 8, correct
22005, 2, 2, correct
22006, 0, 0, correct
22007, 0, 0, correct
22008, 5, 5, correct
22009, 9, 9, correct
22010, 9, 4, miss
22011, 6, 6, correct
22012, 1, 1, correct
22013, 1, 1, correct
22014, 4, 4, correct
22015, 3, 3, correct
22016, 9, 5, miss
22017, 9, 9, correct
22018, 8, 8, correct
22019, 7, 7, correct
22020, 6, 6, correct
22021, 3, 8, miss
22022, 5, 5, correct
22023, 2, 2, correct
22024, 0, 0, correct
22025, 3, 3, correct
22026, 8, 8, correct
22027, 8, 8, correct
22028, 2, 2, correct
22029, 0, 0, correct
22030, 2, 2, correct
22031, 4, 4, correct
22032, 7, 7, correct
22033, 2, 2, correct
22034, 4, 4, correct
22035, 2, 2, correct
22036, 7, 7, correct
22037, 8, 8, correct
22038, 3, 3, correct
22039, 7, 7, correct
22040, 3, 2, miss
22041, 8, 8, correct
22042, 0, 0, correct
22043, 5, 5, correct
22044, 8, 8, correct
22045, 7, 7, correct
22046, 9, 9, correct
22047, 7, 7, correct
22048, 0, 0, correct
22049, 9, 9, correct
22050, 4, 4, correct
22051, 2, 2, correct
22052, 0, 0, correct
22053, 7, 7, correct
22054, 6, 6, correct
22055, 3, 3, correct
22056, 5, 5, correct
